,customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_Male,InternetService_Fiber optic,InternetService_No
144,1131-QQZEB,71,1,Two year,0,Bank transfer (automatic),23.95,1756.2,0,Male,1,1,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,1,0,1
145,5716-EZXZN,65,1,Two year,1,Credit card (automatic),99.05,6416.7,0,Female,0,1,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,0,1,1,0,0,0,1,0
146,6837-BJYDQ,3,1,One year,0,Mailed check,19.6,61.35,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,1,1,0,1
147,2135-RXIHG,1,1,Month-to-month,1,Electronic check,45.65,45.65,1,Male,0,0,0,No,DSL,No,No,No,No,No,No,0,0,0,1,0,1,0,0
148,6440-DKQGE,30,1,One year,0,Credit card (automatic),64.5,1929.95,0,Male,0,0,1,No,DSL,No,Yes,Yes,No,Yes,No,1,0,1,0,0,1,0,0
149,3466-BYAVD,15,1,Month-to-month,1,Mailed check,69.5,1071.4,0,Male,0,1,1,No,DSL,No,Yes,Yes,Yes,No,Yes,0,0,0,0,1,1,0,0
150,3780-YVMFA,8,1,Month-to-month,1,Electronic check,68.55,564.35,0,Female,0,1,1,No,DSL,No,No,No,Yes,Yes,Yes,0,0,0,1,0,0,0,0
151,3874-EQOEP,7,1,Month-to-month,0,Mailed check,95.0,655.5,1,Male,0,0,0,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,0,0,0,1,1,1,0
152,1679-JRFBR,70,1,One year,1,Credit card (automatic),108.15,7930.55,0,Female,0,1,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1,0,1,0,0,0,1,0
153,9073-ZZIAY,62,1,Two year,0,Electronic check,86.1,5215.25,0,Male,0,1,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,1,0,1,0,0
154,3077-RSNTJ,6,1,Month-to-month,0,Mailed check,19.7,113.5,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,0,0,1
155,6551-GNYDG,14,1,Month-to-month,1,Bank transfer (automatic),80.9,1152.8,0,Female,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,0,0,0,0,0,0,1,0
156,9167-APMXZ,22,1,Month-to-month,1,Bank transfer (automatic),84.15,1821.95,0,Female,0,0,0,Yes,Fiber optic,No,No,No,No,Yes,No,0,0,0,0,0,0,1,0
157,2749-CTKAJ,22,1,One year,0,Mailed check,20.15,419.9,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,1,1,0,1
158,6371-NZYEG,16,1,Two year,0,Mailed check,64.25,1024,0,Male,0,1,1,No,DSL,Yes,No,Yes,No,Yes,No,0,1,0,0,1,1,0,0
159,7554-NEWDD,10,1,Two year,0,Bank transfer (automatic),25.7,251.6,0,Male,0,0,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,1,0,1
160,8992-VONJD,13,1,Month-to-month,1,Electronic check,56.0,764.55,0,Female,0,0,1,No,DSL,Yes,Yes,No,No,No,No,0,0,0,1,0,0,0,0
161,0867-MKZVY,20,1,Month-to-month,0,Electronic check,82.4,1592.35,1,Female,0,1,0,Yes,Fiber optic,Yes,No,No,No,No,No,0,0,0,1,0,0,1,0
162,4482-EWFMI,2,1,Month-to-month,1,Electronic check,69.7,135.2,0,Female,0,0,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,0,1,0
163,4648-YPBTM,53,1,Two year,1,Bank transfer (automatic),73.9,3958.25,0,Male,0,0,0,Yes,DSL,No,Yes,Yes,Yes,No,Yes,0,1,0,0,0,1,0,0
164,2907-ILJBN,11,1,One year,0,Mailed check,20.6,233.9,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,1,0,0,1
165,6345-FZOQH,69,1,Two year,0,Mailed check,19.9,1363.45,0,Male,0,1,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,1,0,1
166,3376-BMGFE,4,1,Month-to-month,1,Bank transfer (automatic),70.9,273,1,Female,0,0,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,0,0,0,1,0
167,5997-OPVFA,72,1,Two year,1,Bank transfer (automatic),89.05,6254.45,0,Male,0,1,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,1,0,0
168,3445-HXXGF,58,0,Month-to-month,1,Electronic check,45.3,2651.2,1,Male,1,1,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,0,0,0,1,0,1,0,0
169,1159-WFSGR,16,1,Month-to-month,0,Electronic check,20.4,321.4,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0,1
170,7654-YWJUF,43,1,One year,1,Bank transfer (automatic),84.25,3539.25,0,Male,0,1,0,No,Fiber optic,Yes,No,Yes,Yes,No,No,1,0,0,0,0,1,1,0
171,1875-QIVME,2,1,Month-to-month,1,Electronic check,104.4,242.8,1,Female,0,1,0,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0,0,0,1,0,0,1,0
172,6727-IOTLZ,14,1,Two year,0,Mailed check,81.95,1181.75,0,Male,0,1,0,No,DSL,No,Yes,Yes,Yes,Yes,Yes,0,1,0,0,1,1,0,0
173,0691-JVSYA,53,1,One year,1,Bank transfer (automatic),94.85,5000.2,1,Female,0,1,0,No,Fiber optic,No,No,Yes,No,Yes,Yes,1,0,0,0,0,0,1,0
174,5918-VUKWP,32,1,One year,0,Bank transfer (automatic),20.55,654.55,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,0,0,0,1
175,1744-JHKYS,34,1,Month-to-month,0,Electronic check,24.7,780.2,0,Female,0,1,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0,1
176,2656-FMOKZ,15,1,Month-to-month,1,Mailed check,74.45,1145.7,1,Female,1,0,0,Yes,Fiber optic,No,No,No,No,No,No,0,0,0,0,1,0,1,0
177,2070-FNEXE,7,1,Month-to-month,0,Bank transfer (automatic),76.45,503.6,1,Female,1,0,0,No,Fiber optic,Yes,No,No,No,No,No,0,0,0,0,0,0,1,0
178,5947-SGKCL,15,1,Month-to-month,1,Bank transfer (automatic),105.35,1559.25,0,Female,0,1,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,0,0,0,0,0,1,0
179,3712-PKXZA,61,1,One year,1,Credit card (automatic),20.55,1252,0,Male,0,1,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,1,0,0,1,0,1
180,6317-YPKDH,1,0,Month-to-month,0,Bank transfer (automatic),29.95,29.95,1,Female,0,0,0,No phone service,DSL,No,Yes,No,No,No,No,0,0,0,0,0,0,0,0
181,6582-OIVSP,1,1,Month-to-month,0,Mailed check,45.3,45.3,0,Female,0,0,0,No,DSL,No,No,No,No,No,No,0,0,0,0,1,0,0,0
182,9367-WXLCH,8,1,Month-to-month,0,Bank transfer (automatic),84.5,662.65,1,Male,0,0,0,Yes,Fiber optic,No,No,No,No,No,Yes,0,0,0,0,0,1,1,0
183,5524-KHNJP,33,1,One year,0,Credit card (automatic),74.75,2453.3,0,Male,0,1,1,No,DSL,Yes,No,Yes,No,Yes,Yes,1,0,1,0,0,1,0,0
184,1918-ZBFQJ,13,1,Month-to-month,1,Electronic check,79.25,1111.65,1,Female,0,0,0,No,Fiber optic,No,Yes,Yes,No,No,No,0,0,0,1,0,0,1,0
185,1024-GUALD,1,0,Month-to-month,1,Electronic check,24.8,24.8,1,Female,0,1,0,No phone service,DSL,No,No,No,No,No,No,0,0,0,1,0,0,0,0
186,4827-USJHP,20,1,Month-to-month,1,Mailed check,51.8,1023.85,0,Male,0,0,0,No,DSL,No,Yes,No,No,No,No,0,0,0,0,1,1,0,0
187,8167-GJLRN,3,0,Month-to-month,0,Electronic check,30.4,82.15,0,Male,0,0,0,No phone service,DSL,No,No,No,Yes,No,No,0,0,0,1,0,1,0,0
188,0956-SYCWG,13,1,One year,0,Electronic check,19.65,244.8,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,1,0,0,0,1
189,8017-UVSZU,40,1,Month-to-month,0,Credit card (automatic),56.6,2379.1,0,Female,0,1,0,Yes,DSL,No,Yes,No,No,No,No,0,0,1,0,0,0,0,0
190,7100-FQPRV,43,1,One year,1,Credit card (automatic),71.9,3173.35,0,Male,0,1,1,Yes,DSL,Yes,No,No,Yes,No,Yes,1,0,1,0,0,1,0,0
191,2472-OVKUP,6,1,Month-to-month,1,Electronic check,91.0,531,1,Male,0,1,0,No,Fiber optic,No,Yes,Yes,No,No,Yes,0,0,0,1,0,1,1,0
192,2984-RGEYA,69,1,Two year,0,Bank transfer (automatic),19.75,1375.4,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,0,0,1
193,9680-NIAUV,72,1,Two year,0,Credit card (automatic),109.7,8129.3,0,Female,0,1,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0,1,1,0,0,0,1,0
194,2146-EGVDT,59,1,Two year,0,Credit card (automatic),19.3,1192.7,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,1,0,1
195,2604-IJPDU,20,1,Month-to-month,1,Electronic check,96.55,1901.65,0,Female,0,1,0,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,0,0,0,1,0,0,1,0
196,9178-JHUVJ,24,1,Two year,1,Bank transfer (automatic),24.1,587.4,0,Male,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,1,0,1
197,6168-YBYNP,59,1,Month-to-month,1,Electronic check,111.35,6519.75,0,Male,0,0,0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,0,0,1,0,1,1,0
198,7255-SSFBC,72,1,Two year,1,Bank transfer (automatic),112.25,8041.65,0,Male,0,1,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,1,1,0
199,3645-DEYGF,1,1,Month-to-month,0,Mailed check,20.75,20.75,0,Male,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
200,9323-HGFWY,27,1,One year,1,Credit card (automatic),101.9,2681.15,0,Female,0,1,0,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,1,0,1,0,0,0,1,0
201,8544-GOQSH,14,1,Month-to-month,1,Credit card (automatic),80.05,1112.3,0,Female,0,0,0,No,Fiber optic,No,Yes,No,Yes,No,No,0,0,1,0,0,0,1,0
202,3363-DTIVD,71,1,Two year,0,Electronic check,105.55,7405.5,0,Male,0,1,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,0,1,0,1,0,1,1,0
203,7018-WBJNK,13,1,Month-to-month,1,Credit card (automatic),78.3,1033.95,0,Male,0,0,1,No,Fiber optic,No,No,No,No,Yes,No,0,0,1,0,0,1,1,0
204,9142-KZXOP,44,1,Month-to-month,0,Credit card (automatic),68.85,2958.95,0,Male,0,0,0,No,Fiber optic,No,No,No,No,No,No,0,0,1,0,0,1,1,0
205,7674-YTAFD,33,1,One year,1,Bank transfer (automatic),79.95,2684.85,0,Female,0,0,0,No,Fiber optic,No,Yes,No,Yes,No,No,1,0,0,0,0,0,1,0
206,6348-SNFUS,72,0,Two year,1,Credit card (automatic),55.45,4179.2,0,Male,0,1,1,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,0,1,1,0,0,1,0,0
207,1285-OKIPP,1,1,Month-to-month,0,Electronic check,79.9,79.9,1,Male,0,0,0,No,Fiber optic,No,No,No,No,No,Yes,0,0,0,1,0,1,1,0
208,7825-ECJRF,19,1,Month-to-month,1,Electronic check,106.6,1934.45,1,Female,0,0,0,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0,0,0,1,0,0,1,0
209,1347-KTTTA,64,1,One year,1,Credit card (automatic),102.45,6654.1,0,Male,0,1,0,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,0,1,1,0
210,7841-TZDMQ,2,1,Month-to-month,1,Credit card (automatic),46.0,84.5,1,Male,0,0,0,No,DSL,No,No,No,No,No,No,0,0,1,0,0,1,0,0
211,4195-NZGTA,1,0,Month-to-month,0,Electronic check,25.25,25.25,0,Female,0,0,0,No phone service,DSL,No,No,No,No,No,No,0,0,0,1,0,0,0,0
212,7157-SMCFK,61,1,Two year,0,Mailed check,19.75,1124.2,0,Male,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,1,0,1
213,4709-LKHYG,29,1,One year,0,Electronic check,20.0,540.05,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,1,0,0,0,1
214,2504-DSHIH,23,1,Month-to-month,0,Electronic check,86.8,1975.85,0,Male,1,1,0,Yes,Fiber optic,No,No,No,No,No,Yes,0,0,0,1,0,1,1,0
215,0699-NDKJM,57,0,Month-to-month,1,Bank transfer (automatic),58.75,3437.45,0,Female,0,1,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,0,0,0,0,0,0,0,0
216,9286-BHDQG,72,0,Two year,0,Credit card (automatic),45.25,3139.8,0,Male,0,1,1,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,0,1,1,0,0,1,0,0
217,0230-WEQUW,66,0,Two year,1,Bank transfer (automatic),56.6,3789.2,0,Male,0,1,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,0,1,0,0,0,1,0,0
218,2040-LDIWQ,65,1,Two year,1,Bank transfer (automatic),84.2,5324.5,0,Male,0,1,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,1,0,0
219,6496-JDSSB,8,1,Month-to-month,1,Bank transfer (automatic),80.0,624.6,0,Female,0,0,0,No,Fiber optic,No,No,No,No,Yes,No,0,0,0,0,0,0,1,0
220,9408-SSNVZ,4,1,Month-to-month,1,Electronic check,70.15,268.35,1,Female,0,0,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,0,1,0
221,4443-EMBNA,71,1,Two year,0,Bank transfer (automatic),24.75,1836.9,0,Female,0,1,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,0,0,1
222,6469-MRVET,1,1,One year,1,Electronic check,20.2,20.2,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,1,0,1,0,1
223,0742-MOABM,4,1,Month-to-month,0,Mailed check,50.05,179.35,1,Male,0,1,0,No,DSL,No,No,No,Yes,No,No,0,0,0,0,1,1,0,0
224,5961-VUSRV,12,1,One year,1,Bank transfer (automatic),19.35,219.35,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,0,0,0,1
225,6778-JFCMK,24,0,One year,1,Mailed check,50.6,1288.75,0,Male,0,0,0,No phone service,DSL,Yes,No,No,No,Yes,Yes,1,0,0,0,1,1,0,0
226,6341-JVQGF,31,1,One year,1,Mailed check,81.15,2545.75,0,Female,0,1,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,1,0,0,0,1,0,0,0
227,2232-DMLXU,1,1,Month-to-month,0,Mailed check,55.2,55.2,1,Female,0,1,0,No,DSL,No,No,No,No,Yes,No,0,0,0,0,1,0,0,0
228,4811-JBUVU,30,1,Month-to-month,1,Credit card (automatic),89.9,2723.15,0,Male,0,0,0,Yes,Fiber optic,No,No,No,Yes,No,Yes,0,0,1,0,0,1,1,0
229,0945-TSONX,47,1,Two year,1,Credit card (automatic),85.3,4107.25,0,Female,0,1,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,0,1,1,0,0,0,0,0
230,2651-ZCBXV,54,1,Two year,1,Credit card (automatic),108.0,5760.65,0,Male,0,0,0,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0,1,1,0,0,1,1,0
231,3316-UWXUY,50,1,Month-to-month,1,Credit card (automatic),93.5,4747.5,0,Male,0,0,0,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,0,0,1,0,0,1,1,0
232,8937-RDTHP,1,1,Month-to-month,1,Mailed check,84.6,84.6,1,Male,0,0,0,No,Fiber optic,Yes,No,No,No,No,Yes,0,0,0,0,1,1,1,0
233,7083-MIOPC,72,1,Two year,0,Credit card (automatic),20.25,1566.9,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,0,0,1
234,1984-GPTEH,29,1,Month-to-month,0,Electronic check,25.15,702,0,Female,0,0,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0,1
235,1251-KRREG,2,1,Month-to-month,1,Mailed check,54.4,114.1,1,Male,0,0,0,Yes,DSL,No,Yes,No,No,No,No,0,0,0,0,1,1,0,0
236,0621-JFHOL,10,0,Two year,1,Mailed check,29.6,299.05,0,Female,0,0,0,No phone service,DSL,No,No,No,Yes,No,No,0,1,0,0,1,0,0,0
237,9903-LYSAB,18,1,Month-to-month,1,Electronic check,73.15,1305.95,0,Male,0,1,0,Yes,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,1,1,0
238,0094-OIFMO,11,1,Month-to-month,1,Electronic check,95.0,1120.3,1,Female,1,0,0,No,Fiber optic,No,Yes,No,No,Yes,Yes,0,0,0,1,0,0,1,0
239,9227-UAQFT,16,1,Two year,0,Mailed check,19.75,284.35,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,1,0,1
240,7301-ABVAD,72,1,Two year,0,Bank transfer (automatic),86.6,6350.5,0,Female,0,0,0,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,0,0,0
241,6614-FHDBO,72,1,Two year,0,Bank transfer (automatic),109.2,7878.3,0,Male,0,0,0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,1,1,0
242,7576-ASEJU,41,1,One year,1,Credit card (automatic),74.7,3187.65,0,Female,0,1,1,No,DSL,Yes,No,No,Yes,Yes,Yes,1,0,1,0,0,0,0,0
243,9058-HRZSV,65,1,Month-to-month,0,Electronic check,94.4,6126.15,0,Female,1,1,0,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,0,0,0,1,0,0,1,0
244,4522-AKYLR,13,1,Month-to-month,1,Electronic check,54.8,731.3,0,Female,1,0,0,No,DSL,No,Yes,Yes,No,No,No,0,0,0,1,0,0,0,0
245,0221-WMXNQ,4,1,Month-to-month,0,Electronic check,75.35,273.4,0,Male,1,0,0,No,Fiber optic,Yes,No,No,No,No,No,0,0,0,1,0,1,1,0
246,0303-UNCIP,41,1,One year,0,Mailed check,65.0,2531.8,0,Male,0,0,0,Yes,DSL,No,No,Yes,No,No,Yes,1,0,0,0,1,1,0,0
247,9947-OTFQU,15,1,Month-to-month,1,Electronic check,74.4,1074.3,1,Male,1,0,0,No,Fiber optic,No,Yes,No,No,No,No,0,0,0,1,0,1,1,0
248,0322-YINQP,1,1,Month-to-month,1,Mailed check,48.55,48.55,1,Male,0,0,0,No,DSL,Yes,No,No,No,No,No,0,0,0,0,1,1,0,0
249,0959-WHOKV,42,1,One year,1,Electronic check,99.0,4298.45,0,Male,0,0,0,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,1,0,0,1,0,1,1,0
250,4075-JFPGR,51,1,One year,1,Electronic check,93.5,4619.55,0,Female,0,1,0,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,1,0,0,1,0,0,1,0
251,4629-NRXKX,2,1,Month-to-month,0,Electronic check,70.4,147.15,1,Female,0,1,1,No,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,0,1,0
252,9514-JDSKI,1,0,Month-to-month,0,Electronic check,40.2,40.2,1,Male,1,1,0,No phone service,DSL,No,Yes,No,No,Yes,No,0,0,0,1,0,1,0,0
253,3282-ZISZV,32,1,One year,0,Credit card (automatic),83.7,2633.3,0,Male,0,0,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,0,1,0,0
254,3675-YDUPJ,10,1,Month-to-month,1,Mailed check,19.85,193.05,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
255,4111-BNXIF,67,0,Two year,1,Electronic check,59.55,4103.9,0,Female,0,1,1,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,0,1,0,1,0,0,0,0
256,7017-VFHAY,61,1,Two year,0,Credit card (automatic),115.1,7008.15,0,Female,0,1,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,0,0,0,1,0
257,6655-LHBYW,50,1,One year,0,Credit card (automatic),114.35,5791.1,0,Male,0,0,0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,0,0,1,1,0
258,4959-JOSRX,2,1,Month-to-month,1,Credit card (automatic),44.6,80.55,1,Female,0,1,0,No,DSL,No,No,No,No,No,No,0,0,1,0,0,0,0,0
259,5046-NUHWD,29,0,Month-to-month,1,Electronic check,45.0,1228.65,0,Female,1,1,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,0,0,0,1,0,0,0,0
260,7273-TEFQD,3,0,Month-to-month,1,Electronic check,41.15,132.2,1,Male,1,0,0,No phone service,DSL,No,No,Yes,No,No,Yes,0,0,0,1,0,1,0,0
261,3606-TWKGI,13,1,Month-to-month,1,Electronic check,106.9,1364.3,1,Male,1,0,0,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,0,0,1,0,1,1,0
262,7529-ZDFXI,57,1,Month-to-month,1,Electronic check,89.85,4925.35,0,Male,1,1,0,Yes,Fiber optic,No,Yes,No,No,No,Yes,0,0,0,1,0,1,1,0
263,7605-BDWDC,31,0,Two year,1,Bank transfer (automatic),49.85,1520.1,0,Female,0,0,0,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,0,1,0,0,0,0,0,0
264,1950-KSVVJ,45,1,One year,0,Mailed check,113.3,5032.25,0,Female,0,1,0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,0,1,0,1,0
265,0123-CRBRT,61,1,Two year,0,Mailed check,88.1,5526.75,0,Female,0,1,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,0,1,0,0,0
266,6292-TOSSS,50,1,Two year,0,Bank transfer (automatic),24.9,1195.25,0,Male,0,0,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,1,0,1
267,3197-ARFOY,19,1,Month-to-month,1,Mailed check,105.0,2007.25,0,Female,1,0,0,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0,0,0,0,1,0,1,0
268,6323-AYBRX,59,1,Two year,0,Mailed check,19.35,1099.6,1,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,1,0,1
269,7014-ZZXAW,71,1,Two year,1,Credit card (automatic),24.25,1732.95,0,Female,0,1,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,0,0,1
270,4385-GZQXV,16,1,Month-to-month,1,Electronic check,94.45,1511.2,1,Female,1,0,0,No,Fiber optic,No,No,No,Yes,Yes,Yes,0,0,0,1,0,0,1,0
271,7633-MVPUY,57,1,Two year,1,Electronic check,59.75,3450.15,0,Male,0,1,0,No,DSL,Yes,Yes,No,Yes,No,No,0,1,0,1,0,1,0,0
272,6366-ZGQGL,1,0,Month-to-month,0,Bank transfer (automatic),24.8,24.8,1,Male,0,0,0,No phone service,DSL,No,No,No,No,No,No,0,0,0,0,0,1,0,0
273,4716-HHKQH,20,1,Month-to-month,0,Electronic check,107.05,2172.05,0,Male,1,1,0,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,0,0,0,1,0,1,1,0
274,5940-AHUHD,1,1,Month-to-month,0,Mailed check,70.6,70.6,1,Male,0,0,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,0,1,1,1,0
275,6432-TWQLB,5,1,Month-to-month,1,Electronic check,85.4,401.1,1,Male,0,1,0,Yes,Fiber optic,No,Yes,No,Yes,No,No,0,0,0,1,0,1,1,0
276,4484-GLZOU,52,1,Month-to-month,1,Electronic check,105.05,5624.85,1,Female,0,1,0,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,0,0,1,0,0,1,0
277,3179-GBRWV,21,1,Month-to-month,1,Bank transfer (automatic),64.95,1339.8,0,Male,1,1,0,No,DSL,Yes,Yes,No,No,No,Yes,0,0,0,0,0,1,0,0
278,8645-KWHJO,14,0,Month-to-month,1,Electronic check,55.0,771.95,0,Male,0,0,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,0,0,0,1,0,1,0,0
279,4130-MZLCC,5,1,Month-to-month,0,Bank transfer (automatic),50.55,244.75,0,Female,0,0,0,No,DSL,No,Yes,No,No,No,No,0,0,0,0,0,0,0,0
280,0314-TKOSI,6,1,Month-to-month,0,Mailed check,55.15,322.9,0,Female,0,0,0,No,DSL,Yes,Yes,No,No,No,No,0,0,0,0,1,0,0,0
281,8229-MYEJZ,10,1,Month-to-month,0,Electronic check,51.2,498.25,0,Female,0,0,0,No,DSL,No,Yes,No,No,No,No,0,0,0,1,0,0,0,0
282,2080-SRCDE,1,1,Month-to-month,0,Mailed check,25.4,25.4,0,Female,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,0,0,1
283,9577-WJVCQ,68,1,Month-to-month,0,Mailed check,54.45,3687.75,0,Female,0,0,0,Yes,DSL,Yes,No,No,No,No,No,0,0,0,0,1,0,0,0
284,9512-UIBFX,18,1,Month-to-month,0,Mailed check,95.15,1779.95,1,Male,0,1,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,0,0,0,0,1,1,1,0
285,6202-DYYFX,22,1,One year,1,Credit card (automatic),76.0,1783.6,0,Female,0,0,0,Yes,Fiber optic,No,No,No,No,No,No,1,0,1,0,0,0,1,0
286,3808-HFKDE,20,1,Month-to-month,1,Electronic check,44.35,927.15,0,Female,0,0,0,No,DSL,No,No,No,No,No,No,0,0,0,1,0,0,0,0
287,5583-SXDAG,1,1,Month-to-month,0,Electronic check,70.0,70,1,Male,0,1,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,1,1,0
288,3488-PGMQJ,8,1,Month-to-month,1,Electronic check,74.5,606.55,1,Male,1,0,0,No,Fiber optic,No,Yes,No,No,No,No,0,0,0,1,0,1,1,0
289,3580-REOAC,10,1,Month-to-month,1,Credit card (automatic),44.85,435.4,1,Male,0,0,0,No,DSL,No,No,No,No,No,No,0,0,1,0,0,1,0,0
290,7534-BFESC,24,1,Month-to-month,1,Electronic check,76.1,1712.7,1,Male,1,0,0,Yes,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,1,1,0
